date,image,đường trước nhà,số tầng,số phòng ngủ,chỗ để xe,diện tích,kích thước,hướng nhà,giá,địa chỉ,quận,phường

23/10/2020,/files/properties/2020/10/17/thumbnails/0chinh-chu-dau-tu-ban-can-ho-mat-duong-tam-trinh-70m-3-phong-ngu-gia-1-5-ty.jpg,50.0,20,3,1,70, ---, _,1500.0,"Đường Tam Trinh, Phường Yên Sở, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Yên Sở

23/10/2020,/files/properties/2020/10/20/thumbnails/07165328-0942-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,50.0,12,3,1,77, ---, _,2233.0,"Phố Tân Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Tương Mai

23/10/2020,/files/properties/2020/9/29/thumbnails/07021259-4155-ban-can-ho-chung-cu-quan-thanh-xuan.jpg,2.0,11,3,NULL,151, ---, _,4077.0,"Đường Hoàng Đạo Thúy, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Nhân Chính

23/10/2020,/files/properties/2020/2/21/thumbnails/05810917-3917-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,4.0,1,4,1,400, ---, _,6500.0,"Phố Võ Thị Sáu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Thanh Nhàn

23/10/2020,/files/properties/2020/9/21/thumbnails/0ban-chung-cu-le-capitole-27-thai-thinh-dong-da-ha-noi-full-noi-that-vi-tri-trung-tam.jpg,NULL,21,2,NULL,46, ---, _,2300.0,"Phố Thái Thịnh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

23/10/2020,/files/properties/2020/4/24/thumbnails/0ban-chung-cu-epic-s-home-thanh-pho-giao-luu-43-pham-van-dong-ha-noi-gia-tu-2-2-ty.jpg,NULL,12,2,NULL,73, ---, Đông,2200.0,"Đường Phạm Văn Đồng, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Cổ Nhuế 2

23/10/2020,/files/properties/2018/6/15/thumbnails/20180615_033701_3140145_0.jpg,NULL,45,2,NULL,100, ---, _,4000.0,"Đường Đỗ Nhuận, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Tảo

23/10/2020,/files/properties/2020/6/16/thumbnails/0ban-nha-tt-tang-3-ngo-97-khuong-trung-quan-thanh-xuan.jpg,NULL,2,2,NULL,60, ---, _,1600.0,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Trung

23/10/2020,/files/properties/2020/10/8/thumbnails/07084760-3831-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,NULL,10,2,NULL,84, ---, _,1890.0,"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam

23/10/2020,/files/properties/2020/7/27/thumbnails/0chinh-chu-ban-can-chung-cu-gan-time-cty-ty-hai-ba-trung.jpg,5.0,1,2,1,100, ---, _,2550.0,"Đường Cầu Vĩnh Tuy, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2020/10/15/thumbnails/0nha-chung-cu-toa-me-tri-plaza-pho-luong-the-vinh-63m2-1-69-ty.jpg,NULL,16,2,NULL,65, ---, _,1690.0,"Đường Lương Thế Vinh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Trung Văn

23/10/2020,/files/properties/2020/8/24/thumbnails/06801544-4510-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,25.0,1,3,1,100, 10x10m, _,1300.0,"Đường Quang Trung, Phường Văn Quán, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Văn Quán

23/10/2020,/files/properties/2020/9/2/thumbnails/06852838-3057-ban-can-ho-chung-cu-quan-nam-tu-liem-chinh-chu.jpg,12.0,1,3,NULL,65, 5x12m, _,1650.0,"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1

23/10/2020,/files/properties/2020/8/28/thumbnails/06830427-3638-ban-can-ho-chung-cu-quan-ha-dong-chinh-chu.jpg,NULL,1,3,NULL,72," 3,520x20m", _,2300.0,"Đường Mỗ Lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Mộ Lao

23/10/2020,/files/properties/2020/9/15/thumbnails/06934780-3537-ban-can-ho-chung-cu-quan-thanh-xuan-gia-re.jpg,12.0,1,3,NULL,70," 10x6,7m", _,1700.0,"Phố Nguyễn Huy Tưởng, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam

23/10/2020,/files/properties/2020/10/15/thumbnails/20201015_104602_517061_4.jpg,10.0,28,2,1,131, ---, _,3700.0,"Đường Hoàng Đạo Thúy, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Trung Hòa

23/10/2020,/files/properties/2020/6/18/thumbnails/20200618_022830_544638_3.jpg,NULL,23,2,1,71, ---, _,2627.0,"Đường Nguyễn Sơn, Phường Ngọc Lâm, Quận Long Biên, Hà Nội",Quận Long Biên,Phường Ngọc Lâm

23/10/2020,/files/properties/default.jpg,20.0,15,3,NULL,185, ---, _,19000.0,"Phố Lý Thường Kiệt, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Hà Nội",Quận Hoàn Kiếm,Phường Trần Hưng Đạo

23/10/2020,/files/properties/2019/7/17/thumbnails/20190717_085235_4773211_0.jpg,NULL,15,3,1,110, ---, _,2700.0,"Đường Nguyễn Duy Trinh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Hoàng Liệt

23/10/2020,/files/properties/2020/9/30/thumbnails/20200930_110259_588092_0.jpg,10.0,NULL,3,1,126, ---, _,10000.0,"Đường Hoàng Hoa Thám, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê

23/10/2020,/files/properties/2020/9/17/thumbnails/06943139-3632-ban-can-ho-chung-cu-quan-thanh-xuan-chinh-chu.jpg,15.0,2,2,1,51, 6x9m, _,980.0,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình

23/10/2020,/files/properties/default.jpg,NULL,14,3,NULL,115, ---, _,3150.0,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai

23/10/2020,/files/properties/default.jpg,NULL,20,2,NULL,84, ---, _,4300.0,"Phố Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Mai

23/10/2020,/files/properties/default.jpg,3.0,2,2,NULL,62, ---, _,2300.0,"Đường Kim Liên, Phường Kim Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Kim Liên

23/10/2020,/files/properties/2020/9/18/thumbnails/06954975-4111-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,25,2,NULL,72, ---, Đông Bắc,1150.0,"Đường Cầu Bươu, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La

23/10/2020,/files/properties/2020/8/21/thumbnails/1can-ban-gap-can-ho-vinaconex-6-475-nguyen-trai-3-ngu-120m2-gia-2-95-ty-.jpg,12.0,15,3,1,120, ---, _,2950.0,"Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Thanh Xuân Nam

23/10/2020,/files/properties/2019/8/1/thumbnails/20190801_083813_4854904_0.jpg,NULL,6,2,NULL,42, ---, _,850.0,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã

23/10/2020,/files/properties/2019/8/13/thumbnails/20190813_100341_4916776_0.jpg,NULL,6,2,NULL,35, ---, _,650.0,"Phố Tôn Thất Tùng, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung

23/10/2020,/files/properties/2019/11/3/thumbnails/0chung-cu-truong-dinh-giap-bat-full-do-o-ngay.jpg,NULL,6,2,1,35, ---, _,600.0,"Đường Trương Định, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Minh Khai

23/10/2020,/files/properties/2020/10/12/thumbnails/0chung-cu-trich-sai-vong-thi-ven-ho-tay-full-noi-that-o-to-do-cua.jpg,NULL,6,2,NULL,35, ---, _,650.0,"Phố Trích Sài, Phường Thụy Khuê, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Thụy Khuê

23/10/2020,/files/properties/2020/10/6/thumbnails/07065472-4137-ban-can-ho-chung-cu-quan-bac-tu-liem-chinh-chu.jpg,NULL,6,2,1,41, ---, _,550.0,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

23/10/2020,/files/properties/2019/9/23/thumbnails/20190923_103722_5144182_0.jpg,NULL,6,2,NULL,37, ---, _,600.0,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/2019/10/14/thumbnails/20191014_110154_5273632_0.jpg,NULL,6,2,1,35, ---, _,850.0,"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi

23/10/2020,/files/properties/2019/12/6/thumbnails/05573345-5205-ban-can-ho-chung-cu-quan-hai-ba-trung.jpg,NULL,5,2,NULL,35, ---, _,560.0,"Phố Vọng, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bách Khoa

23/10/2020,/files/properties/2019/11/29/thumbnails/05537444-1201-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,6,2,NULL,35, ---, _,600.0,"Phố Hồng Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Bạch Mai

23/10/2020,/files/properties/2019/8/20/thumbnails/20190820_040733_4957287_0.jpg,NULL,6,2,NULL,35, ---, _,700.0,"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu

23/10/2020,/files/properties/2019/8/21/thumbnails/20190821_101439_4961009_0.jpg,NULL,6,2,NULL,35, ---, _,700.0,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung

23/10/2020,/files/properties/2019/4/26/thumbnails/20190426_081759_4331453_0.jpg,NULL,6,2,NULL,23, ---, _,420.0,"Đường Lê Duẩn, Phường Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Lê Đại Hành

23/10/2020,/files/properties/2019/3/9/thumbnails/20190309_075645_4084719_0.jpg,NULL,5,2,NULL,34, ---, _,700.0,"Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Hàng Bột

23/10/2020,/files/properties/2020/6/25/thumbnails/04092632-2514-ban-can-ho-chung-cu-quan-dong-da-gia-re.jpg,NULL,4,1,NULL,37, ---, _,500.0,"Phố Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

23/10/2020,/files/properties/2019/3/12/thumbnails/20190312_074529_4093636_0.jpg,NULL,8,2,NULL,35, ---, _,590.0,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình

23/10/2020,/files/properties/2019/3/12/thumbnails/20190312_124157_4096306_0.jpg,NULL,6,2,NULL,35, ---, _,500.0,"Đường Cầu Giấy, Phường Yên Hòa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Yên Hòa

23/10/2020,/files/properties/2019/3/16/thumbnails/20190316_082611_4117302_0.jpg,NULL,6,1,NULL,34, ---, _,880.0,"Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Ô Chợ Dừa

23/10/2020,/files/properties/2020/5/18/thumbnails/06178313-4256-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6,2,1,35, ---, _,550.0,"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/2020/5/15/thumbnails/06162193-3322-ban-can-ho-chung-cu-quan-bac-tu-liem-gia-re.jpg,NULL,6,2,NULL,47, ---, _,700.0,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

23/10/2020,/files/properties/2020/5/12/thumbnails/06142512-5450-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6,2,NULL,35, ---, _,500.0,"Đường Kim Đồng, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Trương Định

23/10/2020,/files/properties/2020/5/29/thumbnails/06242310-2955-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,6,2,NULL,35, ---, _,750.0,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên

23/10/2020,/files/properties/2020/2/5/thumbnails/0chung-cu-truong-dinh-giap-bat-full-do-550tr-can-o-ngay.jpg,NULL,6,6,1,35, ---, _,550.0,"Đường Trương Định, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Giáp Bát

23/10/2020,/files/properties/2019/12/20/thumbnails/05641646-5729-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,6,2,NULL,35, ---, _,550.0,"Phố Xã Đàn, Phường Phương Liên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Phương Liên

23/10/2020,/files/properties/2020/3/29/thumbnails/05996477-3231-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,9,2,1,47, ---, _,830.0,"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",Quận Thanh Xuân,Phường Khương Đình

23/10/2020,/files/properties/2020/8/10/thumbnails/0chung-cu-kham-thien-fuul-noi-that-o-ngay-tach-so-hong.jpg,NULL,6,2,NULL,35, ---, Đông Nam,600.0,"Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khâm Thiên

23/10/2020,/files/properties/2020/6/19/thumbnails/06378619-5222-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,6,2,NULL,35, ---, _,500.0,"Đường Cầu Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phú Diễn

23/10/2020,/files/properties/2019/5/30/thumbnails/20190530_080610_4504293_0.jpg,10.0,9,58,NULL,228, ---, _,15000.0,"Xã Kim Chung, Huyện Đông Anh, Hà Nội",Huyện Đông Anh,Xã Kim Chung

23/10/2020,/files/properties/2019/12/11/thumbnails/05594870-5713-cho-thue-can-ho-chung-cu-quan-hai-ba-trung.jpg,NULL,10,2,1,83, ---, _,2850.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2020/4/27/thumbnails/06081023-4427-ban-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,20,2,1,83, ---, Nam,2800.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2020/9/23/thumbnails/06987481-2601-cho-thue-can-ho-chung-cu-quan-hai-ba-trung-chinh-chu.jpg,NULL,15,1,1,55, ---, _,1900.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2020/9/23/thumbnails/06987597-5719-ban-can-ho-chung-cu-ha-noi.jpg,NULL,19,1,1,55, ---, _,1900.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2019/11/11/thumbnails/05434400-4043-cho-thue-can-ho-chung-cu-ha-noi.jpg,NULL,34,3,1,106, ---, _,4350.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2019/4/25/thumbnails/20190425_101627_4326840_0.jpg,NULL,15,3,1,106, ---, Nam,4200.0,"Đường Minh Khai, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội",Quận Hai Bà Trưng,Phường Vĩnh Tuy

23/10/2020,/files/properties/2020/10/7/thumbnails/20201007_113329_533311_0.jpg,30.0,38,2,NULL,97, 7x14m, _,1810.0,"Đường Lê Trọng Tấn, Phường Phú La, Quận Hà Đông, Hà Nội",Quận Hà Đông,Phường Phú La

23/10/2020,/files/properties/2020/6/12/thumbnails/06337248-0932-ban-can-ho-chung-cu-quan-ba-dinh.jpg,NULL,2,2,1,73, ---, _,2900.0,"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn

23/10/2020,/files/properties/2020/8/4/thumbnails/06677465-4515-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,5.0,7,22,1,96," 7x13,6m", _,11800.0,"Đường Dịch Vọng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng Hậu

23/10/2020,/files/properties/2020/10/2/thumbnails/07045462-4822-ban-can-ho-chung-cu-quan-dong-da.jpg,NULL,5,1,NULL,40, ---, _,800.0,"Đường Trường Chinh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

23/10/2020,/files/properties/2019/6/27/thumbnails/20190627_034605_4666965_0.jpg,NULL,3,2,NULL,48, ---, _,1180.0,"Đường Ngọc Hà, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã

23/10/2020,/files/properties/2019/8/2/thumbnails/20190802_101352_4861687_0.jpg,NULL,6,2,NULL,40, ---, _,800.0,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã

23/10/2020,/files/properties/default.jpg,NULL,2,2,NULL,44, ---, _,910.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 1

23/10/2020,/files/properties/default.jpg,NULL,3,1,NULL,32, ---, _,650.0,"Phố Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Khương Thượng

23/10/2020,/files/properties/2020/5/27/thumbnails/06231320-2830-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,5,1,NULL,35, ---, _,600.0,"Phố Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Bưởi

23/10/2020,/files/properties/2020/9/9/thumbnails/06894610-1517-ban-can-ho-chung-cu-quan-nam-tu-liem-gia-re.jpg,NULL,3,2,NULL,46, ---, _,800.0,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Mỹ Đình 2

23/10/2020,/files/properties/2019/4/3/thumbnails/20190403_025814_2041771_0.jpg,NULL,6,2,NULL,37, ---, _,710.0,"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Nghĩa Đô

23/10/2020,/files/properties/2020/1/9/thumbnails/05708770-1751-ban-can-ho-chung-cu-ha-noi-chinh-chu.jpg,NULL,5,2,NULL,35, ---, _,850.0,"Đường Tây Hồ, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

23/10/2020,/files/properties/default.jpg,NULL,NULL,NULL,NULL,32, ---, _,780.0,"Đường Lạc Long Quân, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

23/10/2020,/files/properties/default.jpg,NULL,5,2,NULL,48, ---, _,800.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/2020/3/11/thumbnails/05910418-5131-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,5,2,NULL,55, ---, _,780.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/default.jpg,NULL,NULL,NULL,NULL,32, ---, _,660.0,"Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Quan Hoa

23/10/2020,/files/properties/default.jpg,NULL,5,1,NULL,36, ---, _,600.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/default.jpg,NULL,6,1,NULL,35, ---, _,600.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/default.jpg,NULL,3,2,NULL,40, ---, _,750.0,"Đường Đông Ngạc, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

23/10/2020,/files/properties/2020/8/27/thumbnails/0ccmn-xuan-dinh-chiet-khau-cuc-cao-trong-thang-7-len-toi-30-tr-can-nhanh-tay-so-huu-can-ho.jpg,NULL,6,1,NULL,36, ---, _,600.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/default.jpg,NULL,6,2,NULL,46, ---, _,1150.0,"Phố Đội cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn

23/10/2020,/files/properties/2020/5/28/thumbnails/06235716-5206-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,3,2,NULL,45, ---, _,700.0,"Đường Kẻ Vẽ, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Đông Ngạc

23/10/2020,/files/properties/2019/11/22/thumbnails/05472701-1005-ban-can-ho-chung-cu-ha-noi-gia-re.jpg,NULL,6,1,NULL,37, ---, _,530.0,"Đường Trương Định, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội",Quận Hoàng Mai,Phường Thịnh Liệt

23/10/2020,/files/properties/default.jpg,NULL,8,2,NULL,48, ---, _,900.0,"Đường Đội Nhân, Phường Đội Cấn, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Đội Cấn

23/10/2020,/files/properties/2020/10/2/thumbnails/07044417-0037-ban-can-ho-chung-cu-quan-dong-da-chinh-chu.jpg,NULL,5,1,NULL,35, ---, _,800.0,"Đường Trường Chinh, Phường Trung Liệt, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Trung Liệt

23/10/2020,/files/properties/default.jpg,NULL,3,6,NULL,31, ---, _,700.0,"Phố Tây Sơn, Phường Quang Trung, Quận Đống Đa, Hà Nội",Quận Đống Đa,Phường Quang Trung

23/10/2020,/files/properties/default.jpg,NULL,5,1,NULL,35, ---, _,530.0,"Đường Phú Diễn, Phường Phúc Diễn, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Phúc Diễn

23/10/2020,/files/properties/2019/12/30/thumbnails/05677211-0741-ban-can-ho-chung-cu-ha-noi.jpg,NULL,2,2,NULL,45, ---, _,700.0,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

23/10/2020,/files/properties/2019/8/1/thumbnails/20190801_020355_4857262_0.jpg,NULL,2,1,NULL,40, ---, _,850.0,"Đường Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội",Quận Ba Đình,Phường Kim Mã

23/10/2020,/files/properties/2019/3/12/thumbnails/20190312_105932_4095659_0.jpg,NULL,3,2,NULL,42, ---, _,700.0,"Đường Võ Chí Công, Phường Xuân La, Quận Tây Hồ, Hà Nội",Quận Tây Hồ,Phường Xuân La

23/10/2020,/files/properties/default.jpg,NULL,2,2,NULL,46, ---, _,1000.0,"Đường Xuân Thủy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội",Quận Cầu Giấy,Phường Dịch Vọng

23/10/2020,/files/properties/default.jpg,NULL,3,2,NULL,53, ---, _,820.0,"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",Quận Bắc Từ Liêm,Phường Xuân Đỉnh

23/10/2020,/files/properties/2020/10/12/thumbnails/07109053-1831-ban-can-ho-chung-cu-quan-nam-tu-liem-gia-re.jpg,NULL,16,3,NULL,75, ---, _,2600.0,"Đường Đại Lộ Thăng Long, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ

23/10/2020,/files/properties/2020/10/6/thumbnails/07072176-0805-ban-can-ho-chung-cu-quan-nam-tu-liem.jpg,NULL,22,1,NULL,31, ---, _,1075.0,"Đường Đại Lộ Thăng Long, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ

23/10/2020,/files/properties/2020/10/2/thumbnails/07040987-3217-ban-can-ho-chung-cu-quan-nam-tu-liem-gia-re.jpg,NULL,6,2,NULL,63, ---, _,2250.0,"Đường Đại Lộ Thăng Long, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ

23/10/2020,/files/properties/2020/9/21/thumbnails/0ban-cat-lo-can-54m2-tang-22-toa-s4-02-bc-dn-du-an-vinhomes-smart-city.jpg,NULL,22,2,NULL,54, ---, Đông Nam,2100.0,"Đường Cầu Cốc, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",Quận Nam Từ Liêm,Phường Đại Mỗ

